Unnamed: 0,ZipCode,CountyFIPS,CensusTract,CensusBlock,Assigned-or-Unassigned-USDA-Classification,State-County-TractFIPSCode,State-County FIPS Code,Select State,Select County,Total-FIPS-Code,Primary RUCA Code 2010,UrbanThreshold,RuralThreshold,Urban-or-Rural-USDA-Classification,Urban-or-Rural-CENSUS-Classification,Match/Mismatch
2132,53066,55133.0,204200,5024.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
2141,53122,55133.0,201000,2005.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
2142,53188,55133.0,202202,2003.0,Assigned,55133202202,55133.0,WI,Waukesha County,55133202202.0,1.0,,,Urban,,Mismatch
2147,53593,55025.0,10800,3001.0,Assigned,55025010800,55025.0,WI,Dane County,55025010800.0,1.0,,,Urban,,Mismatch
2157,54636,55063.0,10201,1019.0,Assigned,55063010201,55063.0,WI,La Crosse County,55063010201.0,1.0,,,Urban,,Mismatch
2173,54703,55035.0,1400,5024.0,Assigned,55035001400,55035.0,WI,Eau Claire County,55035001400.0,1.0,,,Urban,,Mismatch
2183,53151,55133.0,201503,2004.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
2194,53597,55025.0,10904,3021.0,Assigned,55025010904,55025.0,WI,Dane County,55025010904.0,1.0,,,Urban,,Mismatch
2200,53597,55025.0,11200,2015.0,Assigned,55025011200,55025.0,WI,Dane County,55025011200.0,1.0,,,Urban,,Mismatch
2203,53718,55025.0,11401,1012.0,Assigned,55025011401,55025.0,WI,Dane County,55025011401.0,1.0,,,Urban,,Mismatch
2205,53718,55025.0,11401,2015.0,Assigned,55025011401,55025.0,WI,Dane County,55025011401.0,1.0,,,Urban,,Mismatch
2227,53188,55133.0,202202,1007.0,Assigned,55133202202,55133.0,WI,Waukesha County,55133202202.0,1.0,,,Urban,,Mismatch
2228,53562,55025.0,11102,1000.0,Assigned,55025011102,55025.0,WI,Dane County,55025011102.0,1.0,,,Urban,,Mismatch
2231,54650,55063.0,10201,2062.0,Assigned,55063010201,55063.0,WI,La Crosse County,55063010201.0,1.0,,,Urban,,Mismatch
2240,53593,55025.0,10904,1002.0,Assigned,55025010904,55025.0,WI,Dane County,55025010904.0,1.0,,,Urban,,Mismatch
2252,54901,55139.0,500,3009.0,Assigned,55139000500,55139.0,WI,Winnebago County,55139000500.0,1.0,,,Urban,,Mismatch
2255,53536,55105.0,2900,5037.0,Assigned,55105002900,55105.0,WI,Rock County,55105002900.0,2.0,,,Urban,,Mismatch
2260,53149,55127.0,101,1018.0,Assigned,55127000101,55127.0,WI,Walworth County,55127000101.0,2.0,,,Urban,,Mismatch
2261,53186,55133.0,203306,3034.0,Assigned,55133203306,55133.0,WI,Waukesha County,55133203306.0,1.0,,,Urban,,Mismatch
