Unnamed: 0,ZipCode,CountyFIPS,CensusTract,CensusBlock,Assigned-or-Unassigned-USDA-Classification,State-County-TractFIPSCode,State-County FIPS Code,Select State,Select County,Total-FIPS-Code,Primary RUCA Code 2010,UrbanThreshold,RuralThreshold,Urban-or-Rural-USDA-Classification,Urban-or-Rural-CENSUS-Classification,Match/Mismatch
18179,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
18317,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
18318,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
18687,54143,55075.0,961400,3002.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
19020,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
19030,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
19478,54143,55075.0,961400,3013.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
20563,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
21168,54143,55075.0,961400,2019.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
21286,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
21313,54143,55075.0,961400,1011.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
21489,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
21578,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
22236,54143,55075.0,961400,4029.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
22241,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
22486,54143,55075.0,961400,4014.0,Assigned,55075961400,55075.0,WI,Marinette County,55075961400.0,4.0,94.25501137,5.744988634,Urban,Urban,Match
2527,54669,55063.0,10102,2014.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
5160,54669,55063.0,10102,2013.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
5166,54669,55063.0,10102,2013.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
15403,54669,55063.0,10102,3053.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
15433,54669,55063.0,10102,1014.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
15825,54669,55063.0,10102,2031.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
17075,54669,55063.0,10102,3030.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
19277,54669,55063.0,10102,3048.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
20470,54669,55063.0,10102,1010.0,Assigned,55063010102,55063.0,WI,La Crosse County,55063010102.0,1.0,94.42488263,5.575117371,Urban,Urban,Match
492,54961,55135.0,100900,3040.0,Assigned,55135100900,55135.0,WI,Waupaca County,55135100900.0,7.0,94.4802512,5.519748802,Urban,Urban,Match
699,54961,55135.0,100900,1041.0,Assigned,55135100900,55135.0,WI,Waupaca County,55135100900.0,7.0,94.4802512,5.519748802,Urban,Urban,Match
22210,54961,55135.0,100900,4040.0,Assigned,55135100900,55135.0,WI,Waupaca County,55135100900.0,7.0,94.4802512,5.519748802,Urban,Urban,Match
4470,54220,55071.0,600,2007.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
12543,54220,55071.0,600,5037.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
12758,54220,55071.0,600,5037.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
15222,54220,55071.0,600,4007.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
16748,54220,55071.0,600,5019.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
17132,54220,55071.0,600,4023.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
17135,54220,55071.0,600,5076.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
17684,54220,55071.0,600,2022.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
17913,54220,55071.0,600,3020.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
18176,54220,55071.0,600,1010.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
18232,54220,55071.0,600,4024.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
18234,54220,55071.0,600,2007.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
18235,54220,55071.0,600,5019.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
18409,54220,55071.0,600,2023.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
19225,54220,55071.0,600,5037.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
19454,54220,55071.0,600,2012.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
19745,54220,55071.0,600,5074.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
19795,54220,55071.0,600,3021.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20117,54220,55071.0,600,2022.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20118,54220,55071.0,600,2007.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20341,54220,55071.0,600,3020.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20343,54220,55071.0,600,3019.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20394,54220,55071.0,600,5054.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20450,54220,55071.0,600,3003.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20451,54220,55071.0,600,5037.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
20789,54220,55071.0,600,2022.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
21011,54220,55071.0,600,3009.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
21251,54220,55071.0,600,5000.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
22403,54220,55071.0,600,3016.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
22516,54220,55071.0,600,4006.0,Assigned,55071000600,55071.0,WI,Manitowoc County,55071000600.0,4.0,94.54112475,5.458875252,Urban,Urban,Match
529,53217,55079.0,30100,1036.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
538,53217,55079.0,30100,2003.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
571,53217,55079.0,30100,3000.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
607,53217,55079.0,30100,1005.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
645,53217,55079.0,30100,2004.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
749,53217,55079.0,30100,3000.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
763,53217,55079.0,30100,2017.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
765,53217,55079.0,30100,2017.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
1122,53217,55079.0,30100,3000.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
1237,53217,55079.0,30100,1007.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
1403,53217,55079.0,30100,1021.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
1546,53217,55079.0,30100,2018.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
1587,53217,55079.0,30100,1035.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2066,53217,55079.0,30100,1015.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2122,53217,55079.0,30100,1026.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2131,53217,55079.0,30100,1021.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2557,53217,55079.0,30100,1019.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2613,53217,55079.0,30100,2024.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2857,53217,55079.0,30100,2021.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2879,53217,55079.0,30100,1014.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2971,53217,55079.0,30100,3017.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
2991,53217,55079.0,30100,3000.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3194,53217,55079.0,30100,1014.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3306,53217,55079.0,30100,3030.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3512,53217,55079.0,30100,1020.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3514,53217,55079.0,30100,2015.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3543,53217,55079.0,30100,2003.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3719,53217,55079.0,30100,3000.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3731,53217,55079.0,30100,1019.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3775,53217,55079.0,30100,3002.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3866,53217,55079.0,30100,2016.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
3902,53217,55079.0,30100,1012.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4216,53217,55079.0,30100,2004.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4225,53217,55079.0,30100,2018.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4251,53217,55079.0,30100,3000.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4335,53217,55079.0,30100,1001.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4502,53217,55079.0,30100,3023.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4516,53217,55079.0,30100,1005.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4702,53217,55079.0,30100,1005.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
4963,53217,55079.0,30100,3023.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
5119,53217,55079.0,30100,3007.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
5794,53217,55079.0,30100,3008.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
10105,53217,55079.0,30100,1002.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
12145,53217,55079.0,30100,1019.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
12560,53217,55079.0,30100,1024.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
16003,53217,55079.0,30100,3000.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
17480,53217,55079.0,30100,1024.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
18964,53217,55079.0,30100,3021.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
19060,53217,55079.0,30100,3011.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
20849,53217,55079.0,30100,3028.0,Assigned,55079030100,55079.0,WI,Milwaukee County,55079030100.0,1.0,94.81498401,5.185015989,Urban,Urban,Match
325,53158,55059.0,2000,3027.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
445,53158,55059.0,2000,2032.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
11566,53158,55059.0,2000,1025.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
14881,53158,55059.0,2000,2011.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
14977,53158,55059.0,2000,3000.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
17376,53158,55059.0,2000,2004.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
19568,53158,55059.0,2000,3000.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
21110,53158,55059.0,2000,1001.0,Assigned,55059002000,55059.0,WI,Kenosha County,55059002000.0,1.0,94.92235212,5.07764788,Urban,Urban,Match
2905,53115,55127.0,701,2012.0,Assigned,55127000701,55127.0,WI,Walworth County,55127000701.0,4.0,94.92857143,5.071428571,Urban,Urban,Match
9949,53115,55127.0,701,3030.0,Assigned,55127000701,55127.0,WI,Walworth County,55127000701.0,4.0,94.92857143,5.071428571,Urban,Urban,Match
11472,53115,55127.0,701,3049.0,Assigned,55127000701,55127.0,WI,Walworth County,55127000701.0,4.0,94.92857143,5.071428571,Urban,Urban,Match
15022,53115,55127.0,701,3014.0,Assigned,55127000701,55127.0,WI,Walworth County,55127000701.0,4.0,94.92857143,5.071428571,Urban,Urban,Match
15828,53115,55127.0,701,3002.0,Assigned,55127000701,55127.0,WI,Walworth County,55127000701.0,4.0,94.92857143,5.071428571,Urban,Urban,Match
16641,53115,55127.0,701,3015.0,Assigned,55127000701,55127.0,WI,Walworth County,55127000701.0,4.0,94.92857143,5.071428571,Urban,Urban,Match
4517,53022,55131.0,470204,1029.0,Assigned,55131470204,55131.0,WI,Washington County,55131470204.0,1.0,95.06641366,4.933586338,Urban,Urban,Match
5505,53022,55131.0,470204,1056.0,Assigned,55131470204,55131.0,WI,Washington County,55131470204.0,1.0,95.06641366,4.933586338,Urban,Urban,Match
15257,53022,55131.0,470204,1020.0,Assigned,55131470204,55131.0,WI,Washington County,55131470204.0,1.0,95.06641366,4.933586338,Urban,Urban,Match
17267,53022,55131.0,470204,1067.0,Assigned,55131470204,55131.0,WI,Washington County,55131470204.0,1.0,95.06641366,4.933586338,Urban,Urban,Match
20313,53022,55131.0,470204,1007.0,Assigned,55131470204,55131.0,WI,Washington County,55131470204.0,1.0,95.06641366,4.933586338,Urban,Urban,Match
22474,53022,55131.0,470204,1052.0,Assigned,55131470204,55131.0,WI,Washington County,55131470204.0,1.0,95.06641366,4.933586338,Urban,Urban,Match
4760,53066,55133.0,204400,1004.0,Assigned,55133204400,55133.0,WI,Waukesha County,55133204400.0,1.0,95.18287244,4.817127565,Urban,Urban,Match
5514,53066,55133.0,204400,2023.0,Assigned,55133204400,55133.0,WI,Waukesha County,55133204400.0,1.0,95.18287244,4.817127565,Urban,Urban,Match
5691,53066,55133.0,204400,2021.0,Assigned,55133204400,55133.0,WI,Waukesha County,55133204400.0,1.0,95.18287244,4.817127565,Urban,Urban,Match
16045,53066,55133.0,204400,2021.0,Assigned,55133204400,55133.0,WI,Waukesha County,55133204400.0,1.0,95.18287244,4.817127565,Urban,Urban,Match
16068,53066,55133.0,204400,1034.0,Assigned,55133204400,55133.0,WI,Waukesha County,55133204400.0,1.0,95.18287244,4.817127565,Urban,Urban,Match
16069,53066,55133.0,204400,1034.0,Assigned,55133204400,55133.0,WI,Waukesha County,55133204400.0,1.0,95.18287244,4.817127565,Urban,Urban,Match
22108,53066,55133.0,204400,2005.0,Assigned,55133204400,55133.0,WI,Waukesha County,55133204400.0,1.0,95.18287244,4.817127565,Urban,Urban,Match
7192,53925,55021.0,971200,4033.0,Assigned,55021971200,55021.0,WI,Columbia County,55021971200.0,7.0,95.18781374,4.812186256,Urban,Urban,Match
7224,53925,55021.0,971200,4012.0,Assigned,55021971200,55021.0,WI,Columbia County,55021971200.0,7.0,95.18781374,4.812186256,Urban,Urban,Match
7390,53925,55021.0,971200,2073.0,Assigned,55021971200,55021.0,WI,Columbia County,55021971200.0,7.0,95.18781374,4.812186256,Urban,Urban,Match
7544,53925,55021.0,971200,3007.0,Assigned,55021971200,55021.0,WI,Columbia County,55021971200.0,7.0,95.18781374,4.812186256,Urban,Urban,Match
7574,53925,55021.0,971200,2055.0,Assigned,55021971200,55021.0,WI,Columbia County,55021971200.0,7.0,95.18781374,4.812186256,Urban,Urban,Match
